id,teks,label,tokoh
12504,4595,netral,Ganjar Pranowo
12505,4596,netral,Ganjar Pranowo
12506,4601,netral,Ganjar Pranowo
12507,4602,netral,Ganjar Pranowo
12508,4603,netral,Ganjar Pranowo
12509,4605,netral,Ganjar Pranowo
12510,4608,netral,Ganjar Pranowo
12511,4609,netral,Ganjar Pranowo
12512,4610,netral,Ganjar Pranowo
12513,4611,netral,Ganjar Pranowo
12514,4612,netral,Ganjar Pranowo
12515,4613,netral,Ganjar Pranowo
12516,4614,netral,Ganjar Pranowo
12517,4615,netral,Ganjar Pranowo
12518,4616,netral,Ganjar Pranowo
12519,4617,netral,Ganjar Pranowo
12520,4618,netral,Ganjar Pranowo
12521,4619,netral,Ganjar Pranowo
12522,4620,netral,Ganjar Pranowo
12523,4622,netral,Ganjar Pranowo
12524,4623,netral,Ganjar Pranowo
12525,4624,netral,Ganjar Pranowo
12526,4625,netral,Ganjar Pranowo
12527,4626,netral,Ganjar Pranowo
12528,4627,netral,Ganjar Pranowo
12529,4628,netral,Ganjar Pranowo
12530,4629,netral,Ganjar Pranowo
12531,4630,netral,Ganjar Pranowo
12532,4631,netral,Ganjar Pranowo
12533,4632,netral,Ganjar Pranowo
12534,4633,netral,Ganjar Pranowo
12535,4634,netral,Ganjar Pranowo
12536,4635,netral,Ganjar Pranowo
12537,4636,netral,Ganjar Pranowo
12538,4637,netral,Ganjar Pranowo
12539,4639,netral,Ganjar Pranowo
12540,4640,netral,Ganjar Pranowo
12541,4641,netral,Ganjar Pranowo
12542,4642,netral,Ganjar Pranowo
12543,4643,netral,Ganjar Pranowo
12544,4644,netral,Ganjar Pranowo
12545,4645,netral,Ganjar Pranowo
12546,4646,netral,Ganjar Pranowo
12547,4647,netral,Ganjar Pranowo
12548,4648,netral,Ganjar Pranowo
12549,4649,netral,Ganjar Pranowo
12550,4651,netral,Ganjar Pranowo
12551,4655,netral,Ganjar Pranowo
12552,4656,netral,Ganjar Pranowo
12553,4657,netral,Ganjar Pranowo
12554,4659,netral,Ganjar Pranowo
12555,4663,netral,Ganjar Pranowo
12556,4664,netral,Ganjar Pranowo
12557,4668,netral,Ganjar Pranowo
12558,4674,netral,Ganjar Pranowo
12559,4675,netral,Ganjar Pranowo
12560,4676,netral,Ganjar Pranowo
12561,4677,netral,Ganjar Pranowo
12562,4678,netral,Ganjar Pranowo
12563,4679,netral,Ganjar Pranowo
12564,4680,netral,Ganjar Pranowo
12565,4681,netral,Ganjar Pranowo
12566,4682,netral,Ganjar Pranowo
12567,4683,netral,Ganjar Pranowo
12568,4684,netral,Ganjar Pranowo
12569,4686,netral,Ganjar Pranowo
12570,4688,netral,Ganjar Pranowo
12571,4689,netral,Ganjar Pranowo
12572,4690,netral,Ganjar Pranowo
12573,4691,netral,Ganjar Pranowo
12574,4694,netral,Ganjar Pranowo
12575,4695,netral,Ganjar Pranowo
12576,4698,netral,Ganjar Pranowo
12577,4699,netral,Ganjar Pranowo
12578,4700,netral,Ganjar Pranowo
12579,4702,netral,Ganjar Pranowo
12580,4707,netral,Ganjar Pranowo
12581,4708,netral,Ganjar Pranowo
12582,4709,netral,Ganjar Pranowo
12583,4711,netral,Ganjar Pranowo
12584,4712,netral,Ganjar Pranowo
12585,4713,netral,Ganjar Pranowo
12586,4718,netral,Ganjar Pranowo
12587,4720,netral,Ganjar Pranowo
12588,4721,netral,Ganjar Pranowo
12589,4724,netral,Ganjar Pranowo
12590,4727,netral,Ganjar Pranowo
12591,4729,netral,Ganjar Pranowo
12592,4730,netral,Ganjar Pranowo
12593,4731,netral,Ganjar Pranowo
12594,4732,netral,Ganjar Pranowo
12595,4733,netral,Ganjar Pranowo
12596,4734,netral,Ganjar Pranowo
12597,4735,netral,Ganjar Pranowo
12598,4736,netral,Ganjar Pranowo
12599,4737,netral,Ganjar Pranowo
12600,4738,netral,Ganjar Pranowo
12601,4739,netral,Ganjar Pranowo
12602,4743,netral,Ganjar Pranowo
12603,4744,netral,Ganjar Pranowo
12604,4745,netral,Ganjar Pranowo
12605,4746,netral,Ganjar Pranowo
12606,4747,netral,Ganjar Pranowo
12607,4748,netral,Ganjar Pranowo
12608,4749,netral,Ganjar Pranowo
12609,4750,netral,Ganjar Pranowo
12610,4751,netral,Ganjar Pranowo
12611,4753,netral,Ganjar Pranowo
12612,4756,netral,Ganjar Pranowo
12613,4758,netral,Ganjar Pranowo
12614,4759,netral,Ganjar Pranowo
12615,4760,netral,Ganjar Pranowo
12616,4763,netral,Ganjar Pranowo
12617,4764,netral,Ganjar Pranowo
12618,4772,netral,Ganjar Pranowo
12619,4773,netral,Ganjar Pranowo
12620,4776,netral,Ganjar Pranowo
12621,4777,netral,Ganjar Pranowo
12622,4778,netral,Ganjar Pranowo
12623,4779,netral,Ganjar Pranowo
12624,4780,netral,Ganjar Pranowo
12625,4781,netral,Ganjar Pranowo
12626,4783,netral,Ganjar Pranowo
12627,4784,netral,Ganjar Pranowo
12628,4785,netral,Ganjar Pranowo
12629,4786,netral,Ganjar Pranowo
12630,4787,netral,Ganjar Pranowo
12631,4788,netral,Ganjar Pranowo
12632,4789,netral,Ganjar Pranowo
12633,4790,netral,Ganjar Pranowo
12634,4791,netral,Ganjar Pranowo
12635,4792,netral,Ganjar Pranowo
12636,4793,netral,Ganjar Pranowo
12637,4794,netral,Ganjar Pranowo
12638,4796,netral,Ganjar Pranowo
12639,4797,netral,Ganjar Pranowo
12640,4798,netral,Ganjar Pranowo
12641,4799,netral,Ganjar Pranowo
12642,4800,netral,Ganjar Pranowo
12643,4801,netral,Ganjar Pranowo
12644,4802,netral,Ganjar Pranowo
12645,4803,netral,Ganjar Pranowo
12646,4804,netral,Ganjar Pranowo
12647,4805,netral,Ganjar Pranowo
12648,4808,netral,Ganjar Pranowo
12649,4812,netral,Ganjar Pranowo
12650,4813,netral,Ganjar Pranowo
12651,4814,netral,Ganjar Pranowo
12652,4815,netral,Ganjar Pranowo
12653,4816,netral,Ganjar Pranowo
12654,4817,netral,Ganjar Pranowo
12655,4818,netral,Ganjar Pranowo
12656,4819,netral,Ganjar Pranowo
12657,4820,netral,Ganjar Pranowo
12658,4821,netral,Ganjar Pranowo
12659,4822,netral,Ganjar Pranowo
12660,4823,netral,Ganjar Pranowo
12661,4825,netral,Ganjar Pranowo
12662,4826,netral,Ganjar Pranowo
12663,4827,netral,Ganjar Pranowo
12664,4829,netral,Ganjar Pranowo
12665,4833,netral,Ganjar Pranowo
12666,4834,netral,Ganjar Pranowo
12667,4841,netral,Ganjar Pranowo
12668,4842,netral,Ganjar Pranowo
12669,4843,netral,Ganjar Pranowo
12670,4845,netral,Ganjar Pranowo
12671,4846,netral,Ganjar Pranowo
12672,4847,netral,Ganjar Pranowo
12673,4848,netral,Ganjar Pranowo
12674,4849,netral,Ganjar Pranowo
12675,4850,netral,Ganjar Pranowo
12676,4851,netral,Ganjar Pranowo
12677,4852,netral,Ganjar Pranowo
12678,4853,netral,Ganjar Pranowo
12679,4855,netral,Ganjar Pranowo
12680,4857,netral,Ganjar Pranowo
12681,4858,netral,Ganjar Pranowo
12682,4860,netral,Ganjar Pranowo
12683,4861,netral,Ganjar Pranowo
12684,4862,netral,Ganjar Pranowo
12685,4863,netral,Ganjar Pranowo
12686,4864,netral,Ganjar Pranowo
12687,4865,netral,Ganjar Pranowo
12688,4866,netral,Ganjar Pranowo
12689,4867,netral,Ganjar Pranowo
12690,4868,netral,Ganjar Pranowo
12691,4869,netral,Ganjar Pranowo
12692,4870,netral,Ganjar Pranowo
12693,4871,netral,Ganjar Pranowo
12694,4872,netral,Ganjar Pranowo
12695,4874,netral,Ganjar Pranowo
12696,4875,netral,Ganjar Pranowo
12697,4876,netral,Ganjar Pranowo
12698,4877,netral,Ganjar Pranowo
12699,4880,netral,Ganjar Pranowo
12700,4881,netral,Ganjar Pranowo
12701,4882,netral,Ganjar Pranowo
12702,4883,netral,Ganjar Pranowo
12703,4884,netral,Ganjar Pranowo
12704,4885,netral,Ganjar Pranowo
12705,4886,netral,Ganjar Pranowo
12706,4887,netral,Ganjar Pranowo
12707,4888,netral,Ganjar Pranowo
12708,4889,netral,Ganjar Pranowo
12709,4890,netral,Ganjar Pranowo
12710,4891,netral,Ganjar Pranowo
12711,4892,netral,Ganjar Pranowo
12712,4893,netral,Ganjar Pranowo
12713,4894,netral,Ganjar Pranowo
12714,4895,netral,Ganjar Pranowo
12715,4897,netral,Ganjar Pranowo
12716,4898,netral,Ganjar Pranowo
12717,4899,netral,Ganjar Pranowo
12718,4900,netral,Ganjar Pranowo
12719,4906,netral,Ganjar Pranowo
12720,4919,netral,Ganjar Pranowo
12721,4920,netral,Ganjar Pranowo
12722,4922,netral,Ganjar Pranowo
12723,4923,netral,Ganjar Pranowo
12724,4924,netral,Ganjar Pranowo
12725,4925,netral,Ganjar Pranowo
12726,4926,netral,Ganjar Pranowo
12727,4927,netral,Ganjar Pranowo
12728,4930,netral,Ganjar Pranowo
12729,4931,netral,Ganjar Pranowo
12730,4932,netral,Ganjar Pranowo
12731,4933,netral,Ganjar Pranowo
12732,4934,netral,Ganjar Pranowo
12733,4935,netral,Ganjar Pranowo
12734,4936,netral,Ganjar Pranowo
12735,4937,netral,Ganjar Pranowo
12736,4939,netral,Ganjar Pranowo
12737,4940,netral,Ganjar Pranowo
12738,4942,netral,Ganjar Pranowo
12739,4943,netral,Ganjar Pranowo
12740,4944,netral,Ganjar Pranowo
12741,4945,netral,Ganjar Pranowo
12742,4946,netral,Ganjar Pranowo
12743,4947,netral,Ganjar Pranowo
12744,4948,netral,Ganjar Pranowo
12745,4954,netral,Ganjar Pranowo
12746,4955,netral,Ganjar Pranowo
12747,4958,netral,Ganjar Pranowo
12748,4959,netral,Ganjar Pranowo
12749,4961,netral,Ganjar Pranowo
12750,4963,netral,Ganjar Pranowo
12751,4967,netral,Ganjar Pranowo
12752,4968,netral,Ganjar Pranowo
12753,4969,netral,Ganjar Pranowo
12754,4970,netral,Ganjar Pranowo
12755,4971,netral,Ganjar Pranowo
12756,4972,netral,Ganjar Pranowo
12757,4973,netral,Ganjar Pranowo
12758,4974,netral,Ganjar Pranowo
12759,4975,netral,Ganjar Pranowo
12760,4976,netral,Ganjar Pranowo
12761,4977,netral,Ganjar Pranowo
12762,4978,netral,Ganjar Pranowo
12763,4979,netral,Ganjar Pranowo
12764,4980,netral,Ganjar Pranowo
12765,4981,netral,Ganjar Pranowo
12766,4982,netral,Ganjar Pranowo
12767,4983,netral,Ganjar Pranowo
12768,4984,netral,Ganjar Pranowo
12769,4985,netral,Ganjar Pranowo
12770,4986,netral,Ganjar Pranowo
12771,4987,netral,Ganjar Pranowo
12772,4988,netral,Ganjar Pranowo
12773,4989,netral,Ganjar Pranowo
12774,4990,netral,Ganjar Pranowo
12775,4991,netral,Ganjar Pranowo
12776,4992,netral,Ganjar Pranowo
12777,4993,netral,Ganjar Pranowo
12778,4994,netral,Ganjar Pranowo
12779,4995,netral,Ganjar Pranowo
12780,4996,netral,Ganjar Pranowo
12781,4997,netral,Ganjar Pranowo
12782,4998,netral,Ganjar Pranowo
12783,4999,netral,Ganjar Pranowo
12784,5000,netral,Ganjar Pranowo
12785,5001,netral,Ganjar Pranowo
12786,5002,netral,Ganjar Pranowo
12787,5003,netral,Ganjar Pranowo
12788,5004,netral,Ganjar Pranowo
12789,5005,netral,Ganjar Pranowo
12790,5007,netral,Ganjar Pranowo
12791,5008,netral,Ganjar Pranowo
12792,5010,netral,Ganjar Pranowo
12793,5011,netral,Ganjar Pranowo
12794,5012,netral,Ganjar Pranowo
12795,5014,netral,Ganjar Pranowo
12796,5015,netral,Ganjar Pranowo
12797,5016,netral,Ganjar Pranowo
12798,5022,netral,Ganjar Pranowo
12799,5024,netral,Ganjar Pranowo
12800,5027,netral,Ganjar Pranowo
12801,5028,netral,Ganjar Pranowo
12802,5029,netral,Ganjar Pranowo
12803,5030,netral,Ganjar Pranowo
12804,5032,netral,Ganjar Pranowo
12805,5033,netral,Ganjar Pranowo
12806,5034,netral,Ganjar Pranowo
12807,5035,netral,Ganjar Pranowo
12808,5036,netral,Ganjar Pranowo
12809,5037,netral,Ganjar Pranowo
12810,5038,netral,Ganjar Pranowo
12811,5039,netral,Ganjar Pranowo
12812,5040,netral,Ganjar Pranowo
12813,5042,netral,Ganjar Pranowo
12814,5043,netral,Ganjar Pranowo
12815,5044,netral,Ganjar Pranowo
12816,5045,netral,Ganjar Pranowo
12817,5046,netral,Ganjar Pranowo
12818,5047,netral,Ganjar Pranowo
12819,5048,netral,Ganjar Pranowo
12820,5049,netral,Ganjar Pranowo
12821,5050,netral,Ganjar Pranowo
12822,5051,netral,Ganjar Pranowo
12823,5052,netral,Ganjar Pranowo
12824,5053,netral,Ganjar Pranowo
12825,5054,netral,Ganjar Pranowo
12826,5056,netral,Ganjar Pranowo
12827,5058,netral,Ganjar Pranowo
12828,5059,netral,Ganjar Pranowo
12829,5060,netral,Ganjar Pranowo
12830,5061,netral,Ganjar Pranowo
12831,5065,netral,Ganjar Pranowo
12832,5066,netral,Ganjar Pranowo
12833,5069,netral,Ganjar Pranowo
12834,5070,netral,Ganjar Pranowo
12835,5071,netral,Ganjar Pranowo
12836,5073,netral,Ganjar Pranowo
12837,5074,netral,Ganjar Pranowo
12838,5077,netral,Ganjar Pranowo
12839,5078,netral,Ganjar Pranowo
12840,5079,netral,Ganjar Pranowo
12841,5081,netral,Ganjar Pranowo
12842,5082,netral,Ganjar Pranowo
12843,5083,netral,Ganjar Pranowo
12844,5084,netral,Ganjar Pranowo
12845,5085,netral,Ganjar Pranowo
12846,5086,netral,Ganjar Pranowo
12847,5087,netral,Ganjar Pranowo
12848,5088,netral,Ganjar Pranowo
12849,5089,netral,Ganjar Pranowo
12850,5091,netral,Ganjar Pranowo
12851,5092,netral,Ganjar Pranowo
12852,5093,netral,Ganjar Pranowo
12853,5094,netral,Ganjar Pranowo
12854,5095,netral,Ganjar Pranowo
12855,5096,netral,Ganjar Pranowo
12856,5097,netral,Ganjar Pranowo
12857,5098,netral,Ganjar Pranowo
12858,5099,netral,Ganjar Pranowo
12859,5100,netral,Ganjar Pranowo
12860,5101,netral,Ganjar Pranowo
12861,5105,netral,Ganjar Pranowo
12862,5106,netral,Ganjar Pranowo
12863,5107,netral,Ganjar Pranowo
12864,5109,netral,Ganjar Pranowo
12865,5110,netral,Ganjar Pranowo
12866,5111,netral,Ganjar Pranowo
12867,5113,netral,Ganjar Pranowo
12868,5114,netral,Ganjar Pranowo
12869,5115,netral,Ganjar Pranowo
12870,5116,netral,Ganjar Pranowo
12871,5117,netral,Ganjar Pranowo
12872,5118,netral,Ganjar Pranowo
12873,5120,netral,Ganjar Pranowo
12874,5121,netral,Ganjar Pranowo
12875,5122,netral,Ganjar Pranowo
12876,5137,netral,Ganjar Pranowo
12877,5139,netral,Ganjar Pranowo
12878,5140,netral,Ganjar Pranowo
12879,5144,netral,Ganjar Pranowo
12880,5145,netral,Ganjar Pranowo
12881,5146,netral,Ganjar Pranowo
12882,5147,netral,Ganjar Pranowo
12883,5148,netral,Ganjar Pranowo
12884,5149,netral,Ganjar Pranowo
12885,5150,netral,Ganjar Pranowo
12886,5151,netral,Ganjar Pranowo
12887,5152,netral,Ganjar Pranowo
12888,5153,netral,Ganjar Pranowo
12889,5154,netral,Ganjar Pranowo
12890,5155,netral,Ganjar Pranowo
12891,5157,netral,Ganjar Pranowo
12892,5158,netral,Ganjar Pranowo
12893,5159,netral,Ganjar Pranowo
12894,5160,netral,Ganjar Pranowo
12895,5161,netral,Ganjar Pranowo
12896,5162,netral,Ganjar Pranowo
12897,5164,netral,Ganjar Pranowo
12898,5165,netral,Ganjar Pranowo
12899,5167,netral,Ganjar Pranowo
12900,5168,netral,Ganjar Pranowo
12901,5171,netral,Ganjar Pranowo
12902,5172,netral,Ganjar Pranowo
12903,5173,netral,Ganjar Pranowo
12904,5174,netral,Ganjar Pranowo
12905,5175,netral,Ganjar Pranowo
12906,5176,netral,Ganjar Pranowo
12907,5177,netral,Ganjar Pranowo
12908,5178,netral,Ganjar Pranowo
12909,5179,netral,Ganjar Pranowo
12910,5180,netral,Ganjar Pranowo
12911,5181,netral,Ganjar Pranowo
12912,5183,netral,Ganjar Pranowo
12913,5185,netral,Ganjar Pranowo
12914,5186,netral,Ganjar Pranowo
12915,5187,netral,Ganjar Pranowo
12916,5188,netral,Ganjar Pranowo
12917,5189,netral,Ganjar Pranowo
12918,5190,netral,Ganjar Pranowo
12919,5191,netral,Ganjar Pranowo
12920,5192,netral,Ganjar Pranowo
12921,5194,netral,Ganjar Pranowo
12922,5195,netral,Ganjar Pranowo
12923,5196,netral,Ganjar Pranowo
12924,5197,netral,Ganjar Pranowo
12925,5198,netral,Ganjar Pranowo
12926,5199,netral,Ganjar Pranowo
12927,5200,netral,Ganjar Pranowo
12928,5201,netral,Ganjar Pranowo
12929,5202,netral,Ganjar Pranowo
12930,5203,netral,Ganjar Pranowo
12931,5204,netral,Ganjar Pranowo
12932,5205,netral,Ganjar Pranowo
12933,5206,netral,Ganjar Pranowo
12934,5207,netral,Ganjar Pranowo
12935,5208,netral,Ganjar Pranowo
12936,5209,netral,Ganjar Pranowo
12937,5210,netral,Ganjar Pranowo
12938,5211,netral,Ganjar Pranowo
12939,5214,netral,Ganjar Pranowo
12940,5217,netral,Ganjar Pranowo
12941,5220,netral,Ganjar Pranowo
12942,5221,netral,Ganjar Pranowo
12943,5222,netral,Ganjar Pranowo
12944,5223,netral,Ganjar Pranowo
12945,5224,netral,Ganjar Pranowo
12946,5225,netral,Ganjar Pranowo
12947,5226,netral,Ganjar Pranowo
12948,5227,netral,Ganjar Pranowo
12949,5228,netral,Ganjar Pranowo
12950,5229,netral,Ganjar Pranowo
12951,5231,netral,Ganjar Pranowo
12952,5232,netral,Ganjar Pranowo
12953,5234,netral,Ganjar Pranowo
12954,5236,netral,Ganjar Pranowo
12955,5239,netral,Ganjar Pranowo
12956,5240,netral,Ganjar Pranowo
12957,5241,netral,Ganjar Pranowo
12958,5242,netral,Ganjar Pranowo
12959,5243,netral,Ganjar Pranowo
12960,5245,netral,Ganjar Pranowo
12961,5246,netral,Ganjar Pranowo
12962,5247,netral,Ganjar Pranowo
12963,5248,netral,Ganjar Pranowo
12964,5249,netral,Ganjar Pranowo
12965,5250,netral,Ganjar Pranowo
12966,5251,netral,Ganjar Pranowo
12967,5253,netral,Ganjar Pranowo
12968,5254,netral,Ganjar Pranowo
12969,5255,netral,Ganjar Pranowo
12970,5256,netral,Ganjar Pranowo
12971,5257,netral,Ganjar Pranowo
12972,5258,netral,Ganjar Pranowo
12973,5261,netral,Ganjar Pranowo
12974,5262,netral,Ganjar Pranowo
12975,5263,netral,Ganjar Pranowo
12976,5264,netral,Ganjar Pranowo
12977,5265,netral,Ganjar Pranowo
12978,5266,netral,Ganjar Pranowo
12979,5267,netral,Ganjar Pranowo
12980,5268,netral,Ganjar Pranowo
12981,5269,netral,Ganjar Pranowo
12982,5271,netral,Ganjar Pranowo
12983,5272,netral,Ganjar Pranowo
12984,5273,netral,Ganjar Pranowo
12985,5274,netral,Ganjar Pranowo
12986,5275,netral,Ganjar Pranowo
12987,5277,netral,Ganjar Pranowo
12988,5280,netral,Ganjar Pranowo
12989,5281,netral,Ganjar Pranowo
12990,5282,netral,Ganjar Pranowo
12991,5289,netral,Ganjar Pranowo
12992,5290,netral,Ganjar Pranowo
12993,5292,netral,Ganjar Pranowo
12994,5293,netral,Ganjar Pranowo
12995,5294,netral,Ganjar Pranowo
12996,5295,netral,Ganjar Pranowo
12997,5296,netral,Ganjar Pranowo
12998,5297,netral,Ganjar Pranowo
12999,5298,netral,Ganjar Pranowo
13000,5299,netral,Ganjar Pranowo
13001,5301,netral,Ganjar Pranowo
13002,5302,netral,Ganjar Pranowo
13003,5303,netral,Ganjar Pranowo
13004,5304,netral,Ganjar Pranowo
13005,5307,netral,Ganjar Pranowo
13006,5308,netral,Ganjar Pranowo
13007,5310,netral,Ganjar Pranowo
13008,5312,netral,Ganjar Pranowo
13009,5313,netral,Ganjar Pranowo
13010,5314,netral,Ganjar Pranowo
13011,5315,netral,Ganjar Pranowo
13012,5317,netral,Ganjar Pranowo
13013,5318,netral,Ganjar Pranowo
13014,5319,netral,Ganjar Pranowo
13015,5321,netral,Ganjar Pranowo
13016,5322,netral,Ganjar Pranowo
13017,5323,netral,Ganjar Pranowo
13018,5324,netral,Ganjar Pranowo
13019,5333,netral,Ganjar Pranowo
13020,5335,netral,Ganjar Pranowo
13021,5336,netral,Ganjar Pranowo
13022,5337,netral,Ganjar Pranowo
13023,5338,netral,Ganjar Pranowo
13024,5339,netral,Ganjar Pranowo
13025,5340,netral,Ganjar Pranowo
13026,5341,netral,Ganjar Pranowo
13027,5342,netral,Ganjar Pranowo
13028,5343,netral,Ganjar Pranowo
13029,5344,netral,Ganjar Pranowo
13030,5345,netral,Ganjar Pranowo
13031,5346,netral,Ganjar Pranowo
13032,5347,netral,Ganjar Pranowo
13033,5348,netral,Ganjar Pranowo
13034,5349,netral,Ganjar Pranowo
13035,5350,netral,Ganjar Pranowo
13036,5351,netral,Ganjar Pranowo
13037,5352,netral,Ganjar Pranowo
13038,5356,netral,Ganjar Pranowo
13039,5357,netral,Ganjar Pranowo
13040,5359,netral,Ganjar Pranowo
13041,5360,netral,Ganjar Pranowo
13042,5361,netral,Ganjar Pranowo
13043,5362,netral,Ganjar Pranowo
13044,5363,netral,Ganjar Pranowo
13045,5364,netral,Ganjar Pranowo
13046,5366,netral,Ganjar Pranowo
13047,5367,netral,Ganjar Pranowo
13048,5368,netral,Ganjar Pranowo
13049,5369,netral,Ganjar Pranowo
13050,5370,netral,Ganjar Pranowo
13051,5371,netral,Ganjar Pranowo
13052,5372,netral,Ganjar Pranowo
13053,5373,netral,Ganjar Pranowo
13054,5374,netral,Ganjar Pranowo
13055,5376,netral,Ganjar Pranowo
13056,5377,netral,Ganjar Pranowo
13057,5378,netral,Ganjar Pranowo
13058,5379,netral,Ganjar Pranowo
13059,5380,netral,Ganjar Pranowo
13060,5381,netral,Ganjar Pranowo
13061,5382,netral,Ganjar Pranowo
13062,5383,netral,Ganjar Pranowo
13063,5384,netral,Ganjar Pranowo
13064,5385,netral,Ganjar Pranowo
13065,5386,netral,Ganjar Pranowo
13066,5387,netral,Ganjar Pranowo
13067,5388,netral,Ganjar Pranowo
13068,5389,netral,Ganjar Pranowo
13069,5390,netral,Ganjar Pranowo
13070,5391,netral,Ganjar Pranowo
13071,5392,netral,Ganjar Pranowo
13072,5394,netral,Ganjar Pranowo
13073,5395,netral,Ganjar Pranowo
13074,5396,netral,Ganjar Pranowo
13075,5397,netral,Ganjar Pranowo
13076,5399,netral,Ganjar Pranowo
13077,5400,netral,Ganjar Pranowo
13078,5401,netral,Ganjar Pranowo
13079,5402,netral,Ganjar Pranowo
13080,5403,netral,Ganjar Pranowo
13081,5406,netral,Ganjar Pranowo
13082,5407,netral,Ganjar Pranowo
13083,5408,netral,Ganjar Pranowo
13084,5409,netral,Ganjar Pranowo
13085,5410,netral,Ganjar Pranowo
13086,5411,netral,Ganjar Pranowo
13087,5412,netral,Ganjar Pranowo
13088,5413,netral,Ganjar Pranowo
13089,5414,netral,Ganjar Pranowo
13090,5415,netral,Ganjar Pranowo
13091,5416,netral,Ganjar Pranowo
13092,5417,netral,Ganjar Pranowo
13093,5418,netral,Ganjar Pranowo
13094,5419,netral,Ganjar Pranowo
13095,5420,netral,Ganjar Pranowo
13096,5421,netral,Ganjar Pranowo
13097,5423,netral,Ganjar Pranowo
13098,5424,netral,Ganjar Pranowo
13099,5425,netral,Ganjar Pranowo
13100,5430,netral,Ganjar Pranowo
13101,5432,netral,Ganjar Pranowo
13102,5433,netral,Ganjar Pranowo
13103,5434,netral,Ganjar Pranowo
13104,5435,netral,Ganjar Pranowo
13105,5436,netral,Ganjar Pranowo
13106,5437,netral,Ganjar Pranowo
13107,5438,netral,Ganjar Pranowo
13108,5439,netral,Ganjar Pranowo
13109,5440,netral,Ganjar Pranowo
13110,5441,netral,Ganjar Pranowo
13111,5442,netral,Ganjar Pranowo
13112,5443,netral,Ganjar Pranowo
13113,5444,netral,Ganjar Pranowo
13114,5445,netral,Ganjar Pranowo
13115,5446,netral,Ganjar Pranowo
13116,5447,netral,Ganjar Pranowo
13117,5449,netral,Ganjar Pranowo
13118,5450,netral,Ganjar Pranowo
13119,5451,netral,Ganjar Pranowo
13120,5453,netral,Ganjar Pranowo
13121,5454,netral,Ganjar Pranowo
13122,5456,netral,Ganjar Pranowo
13123,5457,netral,Ganjar Pranowo
13124,5458,netral,Ganjar Pranowo
13125,5459,netral,Ganjar Pranowo
13126,5460,netral,Ganjar Pranowo
13127,5461,netral,Ganjar Pranowo
13128,5462,netral,Ganjar Pranowo
13129,5463,netral,Ganjar Pranowo
13130,5465,netral,Ganjar Pranowo
13131,5466,netral,Ganjar Pranowo
13132,5467,netral,Ganjar Pranowo
13133,5475,netral,Ganjar Pranowo
13134,5476,netral,Ganjar Pranowo
13135,5477,netral,Ganjar Pranowo
13136,5478,netral,Ganjar Pranowo
13137,5479,netral,Ganjar Pranowo
13138,5480,netral,Ganjar Pranowo
13139,5481,netral,Ganjar Pranowo
13140,5484,netral,Ganjar Pranowo
13141,5485,netral,Ganjar Pranowo
13142,5486,netral,Ganjar Pranowo
13143,5487,netral,Ganjar Pranowo
13144,5488,netral,Ganjar Pranowo
13145,5489,netral,Ganjar Pranowo
13146,5490,netral,Ganjar Pranowo
13147,5491,netral,Ganjar Pranowo
13148,5493,netral,Ganjar Pranowo
13149,5495,netral,Ganjar Pranowo
13150,5496,netral,Ganjar Pranowo
13151,5497,netral,Ganjar Pranowo
13152,5498,netral,Ganjar Pranowo
13153,5499,netral,Ganjar Pranowo
13154,5500,netral,Ganjar Pranowo
13155,5501,netral,Ganjar Pranowo
13156,5502,netral,Ganjar Pranowo
13157,5504,netral,Ganjar Pranowo
13158,5505,netral,Ganjar Pranowo
13159,5506,netral,Ganjar Pranowo
13160,5507,netral,Ganjar Pranowo
13161,5508,netral,Ganjar Pranowo
13162,5509,netral,Ganjar Pranowo
13163,5510,netral,Ganjar Pranowo
13164,5511,netral,Ganjar Pranowo
13165,5512,netral,Ganjar Pranowo
13166,5513,netral,Ganjar Pranowo
13167,5515,netral,Ganjar Pranowo
13168,5516,netral,Ganjar Pranowo
13169,5517,netral,Ganjar Pranowo
13170,5518,netral,Ganjar Pranowo
13171,5521,netral,Ganjar Pranowo
13172,5522,netral,Ganjar Pranowo
13173,5524,netral,Ganjar Pranowo
13174,5525,netral,Ganjar Pranowo
13175,5526,netral,Ganjar Pranowo
13176,5527,netral,Ganjar Pranowo
13177,5528,netral,Ganjar Pranowo
13178,5529,netral,Ganjar Pranowo
13179,5532,netral,Ganjar Pranowo
13180,5534,netral,Ganjar Pranowo
13181,5535,netral,Ganjar Pranowo
13182,5537,netral,Ganjar Pranowo
13183,5538,netral,Ganjar Pranowo
13184,5539,netral,Ganjar Pranowo
13185,5541,netral,Ganjar Pranowo
13186,5542,netral,Ganjar Pranowo
13187,5543,netral,Ganjar Pranowo
13188,5548,netral,Ganjar Pranowo
13189,5549,netral,Ganjar Pranowo
13190,5552,netral,Ganjar Pranowo
13191,5553,netral,Ganjar Pranowo
13192,5554,netral,Ganjar Pranowo
13193,5555,netral,Ganjar Pranowo
13194,5556,netral,Ganjar Pranowo
13195,5557,netral,Ganjar Pranowo
13196,5558,netral,Ganjar Pranowo
13197,5559,netral,Ganjar Pranowo
13198,5560,netral,Ganjar Pranowo
13199,5563,netral,Ganjar Pranowo
13200,5564,netral,Ganjar Pranowo
13201,5567,netral,Ganjar Pranowo
13202,5568,netral,Ganjar Pranowo
