text,label
got a decision from the leadership because the stress of the people couldn't be stopped. the election was a landslide round of anies baswedan and president,negatif
anies baswedan asked madura ulama for blessing to become presidential candidate in the presidential election,positif
various types of slander have been blamed on anies to prevent him from running as a presidential candidate. all of these slanders are mandatory for the rp amp prang people hired by oligarchs and their ahock is protected by the president,positif
"how often do you insult him and make fun of him when he becomes president, you will be destroyed, that god is not sleeping",negatif
"the cebongs have given up if anies is unstoppable as president of the republic of indonesia, now the cebongs are pitifully hoping that panies will continue the development pioneered by pjokowi",negatif
"mr. anies baswedan and the president of the republic of indonesia, god willing",positif
samosir anies rasyid baswedan for president of the republic of indonesia year,negatif
fahri is currently promoting ps so he always flicks and downgrades anies baswedan so that he is bad in the eyes of presidential voters this year and the end of the end will be money,negatif
"come on, don't be like that, let's just gasss pooollll for change in the motherland, anies for president, bro, don't be angry with me, that's the other option, no one has declared it yet",negatif
may allah bless mr. anies to become president,positif
sea of people during the national gathering in madura with presidential candidate anies rasyid baswedan madura is indeed,negatif
"here, anies, there, anies, where is anies, what else in sampang, it explodes, my darling, unstoppable, hundreds of thousands of people flood sampang, it becomes a sea of people all over sampang, echoing their voices in support of anies, president anies, great, great, cool, my darling",positif
"let's support the president of the republic of indonesia, anies, for indonesia to progress, be peaceful, just and prosperous",positif
"it's up to him, gasss pooollll for changes in the motherland, anies for president",negatif
"samosir, god willing, mr anies president",positif
"god willing, the rain will be a blessing to usher in anies as president of the republic of indonesia",positif
"together with the people and the ulama, let's support the president of the republic of indonesia, anies, to save indonesia",positif
"masyaallah, thank god, mr. anies, the visit to madura has made the people of east java more intelligent, open-minded, ready to move forward for change for the better, fair, healthy, united as equals to win the presidential candidate, anies will become president of the republic of indonesia in the presidential election, realizing social justice, aamiin",positif
"this old bastard hasn't realized that the current era of leadership in indonesia will end in difficult times after that, changes for improvement will be carried out by anies baswedan as president, god willing.",negatif
"great, mr. anies, we are fighting for mr. anies as president, if possible, right now, no problem, officials are currently competing, corruption, legislative, executive, and judiciary are no longer functioning",negatif
"well, that's okay, i'm starting to move to the formula where anies is already president, so that's just right",positif
"the east java dpw regional leadership council held a national symphony attended by presidential candidate from the nasdem party, anies baswedan, at the dyandra convention center, surabaya, east java, friday",positif
dpp's role with nu national figures meets ahy to discuss anies' victory as president of the republic of indonesia,negatif
kyai in java fully support pak anies as president,positif
"vito bismillahinshaalloh failed to run for president, anies baswedan and president, amen, i have experienced failure, failure for vice president, failure for presidential candidate",negatif
"god willing, mr. anies baswedan will become president of indonesia in 2019 and expose the mega corruption in the minister of finance under president jokowi.",positif
"samosir is right yurissa, the anies haters can't find a way to find out what went wrong, they are confused about which mistake, the last one was the explosion in the public, how come they blame anies, they are worried that anies will win as president",negatif
i hope anies president ri aamiinnn,positif
"anies must be president of the republic of indonesia, if he remains jkwi, this country will be increasingly destroyed because people who are not trustworthy, stupid and greedy and have no morals and religion, the islamic ummah must fight for.",negatif
"madura kyai clerics declare their support for mas in next year's presidential election, anies, president of indonesia, prosperous, madura raya, unite, fight, win, move forward, move forward, win, anies president",positif
"i hope you are always healthy and can attend anies' inauguration as president this year, ameen",positif
the presidential candidate promoted by the nasdemanies baswedan party reveals five criteria for a candidate for vice president bacawapres in the upcoming presidential election,positif
"bahrawi as, i hope that mr. anies baswedan will become president of the republic of indonesia",positif
bampe compared to the others of all the candidates for presidential candidate who is superior to anies and who is also more worthy of anies for ri,positif
"anies baswedan on a pilgrimage to the grave of syaikhona kholil bangkalan irwan setiawan, chairman of pks east java, accompanied anies baswedan as the presidential candidate of the republic of indonesia on a pilgrimage to the grave of syaikhona kholil bangkalan on saturday in bangkalan madura",negatif
"of course you can win the president of the republic of indonesia, anies ahy's ideal partner, the choice of the indonesian people",positif
"filled with important figures, this volunteer node structure plays a role for anies president",positif
"chotimah, we also pray that the east kalimantan musra will go smoothly and that mr anies rasyid baswedan will be elected as president of the republic of indonesia",positif
"students who are campaigning, who are praying sls, people's prayers, want to shout at the president and are ready to support him, is it prohibited, so where do you want to pray? if anies comes, it's just crowded.",positif
"siswanto who jls, we are proud of our islamic identity and support pa anies for your lord president, we are still fighting for the votes of muslims, we are helping during this time, it's a pity that the kpl is dizzy.",positif
"siswanto is just a stupid person who still wants to be led by hypocrites to make his people miserable and most of the people accept and welcome anies baswedan for president, he's panicking like that.",negatif
"the closer the social media losers get, the more panic and fear anies baswed and the president of the republic of indonesia get",negatif
"can you imagine if anies becomes president, i'm afraid you'll immediately have a heart attack",negatif
"east java has an absolute majority of supporters of anies baswedan. hopefully he will be destined to become our president, amen, robb",positif
"anies is a diplomat who is smart and pious, intelligent and careful, pro-native, the president of the republic of indonesia is becoming more civilized",positif
id forget the surge of the fh party but we must promote mr anies baswedan as president of the republic of indonesia,positif
"but don't look for leaders who are smart at bullying the people, presidents who are smart at talking and also good at working",positif
it becomes increasingly clear that the false narrative of identity politics was deliberately created by traitors to the nation to attack and discredit anies because of the fear of anies becoming president.,negatif
"who was the president first, right?",negatif
the people don't want to know anything else about anies becoming president,negatif
tangled bravo semarangsemarang will become a prosperous city and no longer a flooded city plus a poor province anymore if mr anies becomes president live intelligent people choose those who are honest and pro-people for equitable development of indonesia with justice for all,positif
mr,negatif
"i hope mr. anies baswedan becomes president of the republic of indonesia, amennnnn",positif
there will be more people who will be hurt by ma anies if anies is president,negatif
"inismyname, the sub-district is too small, uncle, in fact, the neighboring sub-district of paradise is fixed, sir, who can clearly maintain the integrity of his household, god willing, the third sub-district will follow next month, let's represent one district, god willing.",positif
"not knowing doesn't mean it doesn't exist, and it also doesn't mean you don't want to care, because the mission is the same, as long as anies doesn't become president, that's the way to do it by postponing the election using various kinds of pretexts.",negatif
"cool chotimah, the people are now intelligent, the intelligence of the mind and the morals that lead to supporting and electing anies baswedan as president, god willing, a good and sincere person will provide great benefits to the people of the nation and state, keep up the spirit",positif
"let the people unite, it's time to fight the oligarchy and save indonesia, anies, president ri",positif
"if anies becomes president, if yes, i'm sure uncle ruhut will be anies' sycophant. if this happens, i'm sure i won't have any doubts like what happened before.",positif
"masyaallah, tabarrakalahu, the people of surabaya, the soul and spirit of the indonesian freedom fighters have inspired the spirit of change with the presidential candidate anies to be won as president of the republic of indonesia in the presidential election, aamiin",positif
"it should be better to spread the benefits, hopefully you can run for president again",positif
"yes, mr. anies, president of the republic of indonesia",positif
anies baswedan ri president iki suroboyo rek,negatif
"extraordinary welcome everywhere on paper, god willing, anies is the president, unless the number behind the cardboard is padlocked, only allah knows, examples of cases where the count of bad people and fraudsters counts intelligent people. hopefully we can keep the cardboard padlocked.",positif
"mpu is a sign that anies' ideas and insight are very high, suitable and worthy of being president",positif
"it's true that bawaslu is working effectively right now, you know, anies hasn't even registered as a presidential candidate for the election. is it true that muslims are not allowed to enter mosques, since when did the law come into effect? well, famous clerics, artists, ministers, even presidents are also prohibited from entering mosques.",positif
samosir anies for president,negatif
"o allah, make mr anies baswedan president",negatif
"you don't know the elected president, anies baswedan, that's why bawaslu wants to bring down anies' good name",positif
anies is having a godlike dream of becoming president,positif
"the democratic party still believes that the general chairman, agus harimurti yudhoyono ahy, is still the most suitable vice presidential candidate and vice presidential candidate to accompany anies baswedan in the presidential election.",positif
"it's so cool, when else will we have a cool and intellectual president like this? now is the time for common sense, anies for",positif
expand support for anies as widely as possible throughout the country. anies for president,positif
i was banned from gasss pooollll for anies to become president,negatif
formas nu supports anies baswedan for president,positif
one of the reasons why i gasss pooollll continues to make anies president because he is right and the people want change,positif
anies deserves to be the next president,negatif
"mastoto who has been filled will definitely be hated by people who are afraid of being poor if they don't have power. it's becoming clear that anies is worth fighting for as president, yes",negatif
"anies isn't sure he'll be a presidential candidate yet, he's just acting a lot",negatif
"the pdx party put the bastard regime in full power, even the president of konoha failed to eradicate the thugs, he said, mr. anies satria baja hitam will progress to an indonesia free of thugs and extortion backed by grandma.",positif
"if this is the story, i'm even more convinced that if you have to become president, i and my extended family will definitely vote for you, i hope pak anies will always be blessed with good health, amen.",positif
"until your mouth stinks, your thumbs are curly, brekele, anies will never be president, just look at the proof.",negatif
"only anies can make people emotional. those who come to welcome mr. anies don't have to be paid or given food, but those who come because they want change for president anies.",positif
"romance, let's unite our ranks, make our desires come true in the spirit of change and improvement in indonesia for a better future, the will of the people is pure to fight with the chosen people and anies baswedan is a leader who can be trusted and the mandate of anies, the president remains enthusiastic",positif
"anies' aura energy is very attached to every member of indonesian society who wants change for a better indonesia in the future, let's continue the struggle with the people and anies is the leader who is most deserving of the people's mandate to become president.",positif
"idha indonesia calls anies baswedan the leader who is most worthy of being supported to become president, there is no doubt about his maturity in government & politics, let's guard and support together to realize the country's dream of achieving social justice for all people",positif
"samosir presidential candidate anies baswedan everywhere is hailed by indonesian citizens. the hope for change and improvement of the people of the nation and state is inherent in the figure of anies in making it happen. god willing, this common desire will be realized in the prosperity of justice.",positif
"it can be seen that the people really love anies, the president of the republic of indonesia",positif
i hope mr. anies wins as president aamiiinx alloohumma aamiiin,positif
"hope you don't have to look, wait, wait for the presidential reading, the presidential reading which is not yet clear and you still have doubts about whether mr anies likes it or not, it is clear and he is worthy of being supported by us as president of the republic of indonesia. may allah swt bless us all.",positif
thank you anies president,positif
masha allah great president anies,positif
"if the one who becomes president is anies, it will still continue, but will change its function to become an economic area, if the one who becomes prabowo will continue to be the capital",negatif
"anies baswedan wong suroboyo original indonesia, god willing, president of the republic of indonesia",positif
iki east java rek principale anies kabeh indonesia raya national symphony for indonesia change east java unite to fight to win prosperous indonesian president all volunteer nodes and supporting parties are ready to win mas anies president,positif
"after october, the indonesian people really wanted a president who was a head of state who was consistent in making claims without offending other parties and finally landed on a leader who was consistent and steadfast, the choice only fell on anies baswedan.",positif
"cebong says romance jls jls friday lots of people are taking advantage of anies, if you're not happy, why are the congregation flocking to shake hands, that's a sign that anies is really liked by the stupid cebong people who are stupid, the people want a change in life, anies, the president of cebong is automatically anxious",negatif
"that's great, mr. president, the pdp era is over because it will be a duel between prabowo vs. anies, pdip anak onion",positif
"anies, a popular leader, respects the ulama of the president of the republic of indonesia",positif
"anies rasid baswedan, god willing, president",positif
it's just a postponement of the election. why do we have to change the constitution? there's also a presidential election where the president's term of office expires. our constitution's articles of the constitution do not regulate the extension of the president's term of office. i think that change is what anies is afraid of. capital is already running low.,negatif
"the love of the people can't wait to support anies, the president of the republic of indonesia, the lives of the people of indonesia",positif
"thank god, don't let good people fight alone, let's support anies, president of the republic of indonesia",positif
"ri really wants the people of anies to be president, but tomorrow the presidential election will result, no one knows, at least the dark times are over, if tomorrow's president is social in the international world, it's no shame",negatif
"i hope allah swt will grant all our prayers, mr. anies baswedan will become president of indonesia",positif
"anies, president of indonesia",negatif
"i received volunteers in pekanbaru who returned to make a declaration to support anies baswedan and as president and vice president next year, support for the son of former president sby as anies' companion in the election",positif
volunteers in pekanbaru again made a declaration to support anies baswedan and as president and vice president next year support for the son of former president sby as anies' companion in the election,positif
"rg mkax apkh do you want to be led by a human pmhong like anies, let's unite in the future, we will destroy anies' dream, don't let him become president, it's enough for him to lie in a religious robe, don't let this country be destroyed",negatif
"your brain isn't up to par, bro, so far, your opponent anies, your lord, is scared to death to the point of sending a rotten buzzer to attack from all directions, even though in the end it fails and the people are still enthusiastic about supporting abas for president.",negatif
"tv, mr. anies, if the president of the republic of indonesia can be sentenced to death in 2019, can corruptors be punished?",negatif
"if this is the situation, just wait for president anies",negatif
"masha sha allah, change and improvement of the country is before our eyes, come on, the people of indonesia unite and win mr. anies baswedan as president of indonesia",positif
"anies is really great at wanting to be placed wherever he can and his knowledge in all fields is good, aneis president",positif
"east java is great, you know, anies baswedan",positif
"masya allah's romance is extraordinary, it is truly extraordinary and this is a fact where the public's response to mr. anies is always overflowing, thank god, god willing, mr. anies rasyid baswedan will be the president, amen, robbal, amen.",positif
"septiawan, may allah swt elevate anies rasyid baswedan to the status of president of the republic of indonesia this year and beyond so that justice and prosperity can be enjoyed by all indonesian people, amen, lord, amen.",positif
"inismyname lahhh how come you can form jealousy criteria, saying that my presidential candidate's boss has a complete family if you become president, it's clear that there will be a first lady.",positif
"that's why we have to be grateful that tomorrow, the person fighting anies vs. prabowo is one of the people who won't be embarrassed if the president socializes in the international world.",positif
"pak jokowi was born by pak prabowo ahok then anies baswedan also cannot be separated from the contribution of pak prabowo subianto, said noel at the prabowo presidential declaration event at the joeang building, menteng, central jakarta, sunday",negatif
"reng medureh katamoyan presidential candidate alhamdulillahahlan wa sahlan, may you always be healthy, mr. anies, we madurese people are waiting for your arrival",positif
"ok, yeah, i like it, i like it",positif
"the more you slander anies, the more flashy he is, it's useless for you to put out negative narratives against anies, god willing, the president of the republic of indonesia",negatif
mr anies president's mangosteen durian fruit,negatif
"ewett, god willing, mr. anies will become president of the republic of indonesia, those who make rules that make things difficult for the people, just jail him, mr. anies.",negatif
"together with the people, make changes for a better indonesia to progress, be peaceful, fair and prosperous, anies president ri",positif
samosir pak anies baswedan was chosen by the indonesian people as a good and intelligent leader as president in,positif
the people of east java are more enthusiastic about welcoming anies baswedan and the president of the republic of indonesia,positif
"thank god, mr. anies continues to be successful, god willing, president",positif
why doesn't the seuprit party want to support mr. anies and why are they panicking?,negatif
anies baswedan and president of indonesia,negatif
"this is my name, juanda surabaya, this is the boss, god willing",positif
the democratic party believes that ahy is still the right candidate to accompany presidential candidate anies baswedan in the presidential election,positif
we support anies to be elected as president of the republic of indonesia,positif
"a leader without achievements and without real work, anies is not the president of the republic of indonesia",negatif
anies will become president of the republic of indonesia soon,negatif
"with the power of allah, mr. anies rasid baswedan, i hope he becomes president of the republic of indonesia in qobul, o allah",positif
"mr. anies is very calm when he wants to be criticized for those who say very harsh words, be slandered, be called out like anything, but smile and prove it with his performance, god, i hope that mr. anies will be president, amen.",positif
"marm that is the benefit of a candidate for leader of this nation who likes to read books and has a record of experience of hard work and not image as well as professionalism and trustworthiness. all of that is only in him, mr. anies rasyid baswedan president",positif
samosir,negatif
anies baswedan denies that he was accused of stealing the start of the campaign for the presidential election,negatif
"ya allah, please win mr. anies baswedan in the presidential election and make him a trustworthy leader, amen.",positif
why did you choose anies baswedan as president of indonesia? this is the reason,negatif
"who is the minister? it boils down to who will benefit the most, who needs it the most, who feels the most powerful",positif
"you'll see who will be president, if anies becomes president, you'll go back to sibolga selling palm wine and illegal licking dog meat at the pet's farm.",negatif
"common sense determines the choice of retired military, police, taking a firm stance in support of president ri anies, fulfilling the requirements for the best leadership, rational, having a good track record, fair policies in accordance with regulations and in the public interest",positif
"limited meating discussing how to exit plan to secure the cash object if mr anies rb, god willing, becomes president",positif
anies baswedan used banned kahmi and mass organizations to run for president,negatif
i'm sure anies will be elected president of indonesia,positif
chotimah remains anies for president,negatif
"bampe, what wan abud means is anies baswedan, the president of the republic of indonesia, the choice of intelligent people, i really feel sorry for people who are so jealous of anies, it must be because they can't feed their family, so it's like looking for food by hating anies.",negatif
"it could be that allah will glorify anies as president. if there is a fire, it will definitely be because of allah's permission. if the blame can be blamed, it could be because of the permission of the supervisor.",negatif
embarrassing and disgusting romance anies didu saewad idha sir,negatif
"anies, amen, may allah swt bless you so that it can be realized that mr. anis baswedan will become president of the republic of indonesia in the year",positif
i'm really tired of arguing with this one human who keeps answering but doesn't think about it,negatif
"those who are far away are leaving, those who are near are docked cak ning ebes emes mas sis yu mene sunday evening ktmu mas nang tunjungan wes wayahe melu anies president of indonesia",negatif
muhaimin doubts that anies baswedan will run as a presidential candidate,negatif
leader towards change,negatif
"this is the new leader candidate in the republic of indonesia this year, let's support and elect anies rasyid baswedan to be president of the republic of indonesia in order to create social justice for all indonesian people by upholding just and civilized humanity and indonesian unity.",positif
"well, that's just the behavior of a handful of east java residents who don't want anies to win in east java. their fear of defeat is becoming increasingly clear while millions of other east java residents support him as president in",positif
"god willing, anies rasyid baswedan and president ri, amen",positif
"i'm looking at anies' billboards as president hahaha, i still have that feeling right now",positif
"thank god, rabbal aalamiin, being hated will not fall and being flattered will not fly kun fayakun is the best for my brother anies rasyid baswedan to president of the republic of indonesia next year amen yaa rabbal aalamiin",positif
"wow, it's been a long time since anies actually became president. if you compare the rewards, it's more problematic, even within his own party, i still don't know what to do as long as anies doesn't play identity politics anymore and attracting influencers like jokowi goes smoothly.",positif
"i'm sorry for the buzzer, i saw that the comments contained buzzers, all of whom are not from east java.",negatif
"alhamdulillah, o allah, grant your intention in your prayer, amen, from the holy land of mecca, this papuan princess prays for anies to become president of the republic of indonesia. volunteer mania",positif
"in the past, jokowi was governor of dki, then president of the republic of indonesia, then sandiaga uno emerged, who tried to follow in jokowi's footsteps but failed, then anies baswedan had the potential to run for president, so i'm curious whether in the future this will become a habit for the governor of dki to run for president.",negatif
the truth will be revealed by itself. we are factual and real in supporting anies baswedan to become president of the republic of indonesia. greetings of independence to all supporters of anies baswedan. close the ranks to the front. there will be even more panic when we see the people love anies baswedan so much.,positif
we are also ready to join in the struggle to guard anies ahy president,positif
"mr anies, god willing, president, amen",positif
"the indonesian santri community forum, formas nu and the indonesian annahdhiyyah sholawat council, mas anies, expressed support with the title ruwahan and a declaration of support for anies baswedan and president at the joeang building.",positif
inismyname god willing,positif
"there can only be one change of president and the laws in our country will be upheld or if the elections are over time, it will be guaranteed that anies baswedan and the president and police reform will be implemented for the sake of upholding justice for all.",positif
enthusiasm and never give up mr. anies anies for president,positif
"chairman of the pan dprd faction in sorong, southwest papua province, syafruddin sabonnama, confirmed that he would continue to support anies baswedan as a presidential candidate in the upcoming presidential election.",positif
samosir is the best for you my brother anies rasyid baswedan to president of the republic of indonesia next year,positif
"chotimah, may allah swt elevate anies rasyid baswedan to the status of president of the republic of indonesia this year and beyond so that justice and prosperity can be enjoyed by all indonesian people, amen, lord, amen.",positif
"attend the bacapres national gathering at attaroqqi islamic boarding school, karongan, sampang, madura, led by abuya kh fauroq alawy muhammad, on saturday, wib, god willing.",positif
anies is definitely president,positif
"from the holy land of mecca, this papuan princess prays for anies to become president of the republic of indonesia",positif
"god willing, amen, president anies",positif
"an intelligent leader, honest and not overly concerned, anies president ri",positif
"the best president in history is the late general suharto and god willing, anies baswedan will continue",positif
"love, god willing, it is true that one of the indications that shows that anies baswedan is superior is the existence of android technology based on the expressions of indonesian citizens, netizens to him, anies, meaning that the people want change in indonesia in the future with anies as a cool president.",positif
julham jayabaya greetings of change and improvement for a better indonesia democrat jaya pancasila abadi anies baswedan ahy president and deputy republic of indonesia in amin,positif
it seems like they are still looking for loopholes to postpone the election and postponing the election is the last option to prevent anies from becoming president to oust anies in the simultaneous regional elections to prevent anies from being a presidential candidate from bringing pan to the cabinet but all the scenarios disintegrated after nasdem pushed out anies,positif
"thank god, i hope the romance will grow higher and continue to increase. the trend of support for pak anies rasyid baswedan as president of the republic of indonesia is amenable to you, robbal, aamiin",positif
"inismyname gasskeun unite to win sir, god willing",positif
"bahrawi doesn't deal with the clear politicization of religion, anies bawedan, clear origins, clear success, clear diploma, still support anies baswedan for president of the republic of indonesia",positif
the indonesian people believe that anies is the people's chosen president who will make changes and improvements,positif
"inismyname thank god the people of indonesia unite to elect you, god willing",positif
"the work of the current regime likes to destroy projects that were good in the era of the previous government, it's rotten, that's the name, the more the rottenness gets there, the more it will be shown by anies baswedan and the president, god willing.",negatif
"allahu akbar, o allah, rahman, rahman, rahman, may allah swt ordain anies rashid baswedan and agus harimurti yudoyono to become president and vice president of the republic of indonesia, aamiin, rabbal alamin.",negatif
"god willing, mr. anies will become president of the republic of indonesia",positif
it's clear what else needs to be surveyed by anies president,positif
"formas nu gathered together with anies baswedan, formas nu together with majlis sholawat an nahdiah indonesia held a ruwahan to welcome the holy month of ramadhan as well as a declaration of support for mas",positif
"anies baswedan is the right choice for president of the republic of indonesia, sakseis jakarta for endonesah",negatif
"echo the election, be happy, it's time to elect a new president, be happy because the essence of a democratic party is to be happy and happy in central java with volunteers",positif
"alhamdulillah, may allah swt bless you and give strength to all the people of indonesia to win mr. anies rasyid baswedan as president of the republic of indonesia, aamiin, robbal, aamiin",positif
"google trend world level anies baswedan is above prabowo and gangar. try to pay attention to the opportunities that anis rasid baseedan has become increasingly global. keep fighting. the indonesian people make anis rasid baswedan the president of this year. hopefully, amen, robbalaalamiin.",positif
"the one chosen by all intelligent, honest and trustworthy people is of course mr anies baswedan and the president",positif
"mr. anies' electability dumdum, whether it is above or below, the most important thing is that we, his supporters, remain focused on one point, namely that he must win the presidential election contest. please support other presidential candidates who you think are worthy of being president.",positif
"the era of officials and politicians is starting to end, their behavior with their digital footprints has taken them to prison, god willing, president bung anies, with his blessing and guidance, will soon bring them to the path of justice",positif
"slebew not to mention the addition of anies' supporters in heaven, it will add to the president's bravo, anies.",positif
"tv wants to take a photo together and pray that mr. anies baswedan, god willing, will become president of the republic of indonesia",positif
"the hope of change will begin to be felt, god willing, anies rasyid baswedan will be the president of the republic of indonesia in the next year",positif
"let me introduce myself, the forecaster from gunung bakol, the president of the republic of indonesia, is the initials of anies rasyid baswedan, change and improvement",positif
"young people joined in sohib aniesahy declared the ideal pair of anies baswedan and agus harimurti yudhoyono ahy for the presidential election, anies baswedan as governor of dki jakarta for the period and ahy as",positif
"tv i hope that mr. anies baswedan will be a president who can make people-based changes and can make several changes, especially regulations that are not in favor of the people",positif
catetttttt yee druunn anies didu saewad's romance,positif
"i hope that anies baswedan, the president chosen by the people, is intelligent so that people like this are sent to jail",positif
"dumdum, how come the old man is wearing an anies baswedan president t-shirt",negatif
"the people have longed to have a leader like mr. anies, mr. anies, president",positif
"i'm physically healthy, but i think i have to vote for president, even though i'm healthy, i don't necessarily vote for anies.",positif
"thank you sir for reminding me that the jebule is not complete in the year, god willing, with allah's permission, mr. anies rasid baswedan dados, president of the republic of indonesia, amen, amen, amen.",positif
"this is really cool, bro, president of indonesia, if i could turn back time so that the change of year would be quicker, i would speed up the time, be patient and patiently wait for the time to come, anies president",positif
"pak anies deserves our support until he becomes president of the republic of indonesia, hopefully changes and improvements for this country can be realized",positif
"as a people, i also hope that anies becomes president",positif
"may allah swt elevate anies rasyid baswedan to the status of president of the republic of indonesia this year and beyond so that justice and prosperity can be enjoyed by all indonesian people, amen, lord, amen.",positif
"tv, i asked mr. anies, if he is elected president this year, is he ready to replace all levels of law enforcement from mkmakpkpolriamp, the prosecutor's office, which is currently only sharp at the bottom but blunt at the top, ready to bring former state administrators who have been proven to be corrupt to court?",positif
"chotimah check the sharpness of the instincts of the ex-fpi, ex-hti and the nii garut group, who really support anies as president of the republic of indonesia. do you know what they want if anies becomes president of the republic of indonesia?",positif
"chotimah nowadays, the president and his ministers are smart. in sha allah, anies is a smart president, so choose smart ministers and work for indonesia with the aim of social justice being realized",positif
"there's only one tv, min. it would be better if president anies or pak prabowo were to be",positif
"id it's legal to have an opinion like that and we must continue to respect other people's opinions. for me, it's still anies baswedan for president of the republic of indonesia",positif
"ganzo error currently president jokowi is the president who serves as president of the republic of indonesia, meaning that anies becomes president of the republic of indonesia and will wait for another year",negatif
"ganzo, currently president jokowi is the president who serves as president of the republic of indonesia, meaning anies becomes president of the republic of indonesia and will wait for another year.",negatif
"if you see high-ranking officials behaving like this, it's not dignified, it will make you even more proud to vote for anies rasyid baswedan as president of the republic of indonesia, biidznillah",positif
samosir ahh loehoetbp there's no need to be embarrassed or afraid to support anies the president hihaha,negatif
"later, when mr. anies baswedan becomes president, he will wipe out the evil corruptors in human form",negatif
"cool samosir, honest little people's prayers to deliver the honorable leader, anies baswedan, the best presidential candidate and most representative of the wishes of the people's conscience. come on, give support to anies, president, god willing, prosperous, amen.",positif
anies is the leader that the people hope for as the president of the republic of indonesia,positif
"aminanies baswedan was approved by many parties from various levels and diversity to become president, let's get up and fight for a prosperous indonesia, keep the spirit",positif
"the best is the right choice, being brave, being a fighter is great, standing in the right place is the right choice",positif
anies for indonesia madurese ulama supports anies rasyid baswedan and the president of the republic of indonesia,positif
"samosir doesn't have any influence, the coalition for change is already solid because of the will of the majority of the indonesian people, anies baswedan, the president and the people's choice, so anyone who tries to suppress intimidation through evil means will face the people, remain enthusiastic.",negatif
"i hope mr. anies becomes president of indonesia, aamiinx",positif
"anies rasyid baswedan president, god willing",positif
"basically, only mr. anies baswedan is the most worthy of being president",positif
who deserves to be the president of the republic of indonesia for the period of anies rasyid baswedan prabowo ganjar ridwan kamil airlangga hartarto erick thohir sandiaga uno ttl vote,negatif
president anies is sane,negatif
"my wife was an honorary worker for the first year, first in 2000, now in the era when mr. jokowi entered the pk, thank you, mr. jokowi, i hope that mr. anies will be president",positif
yess anies president ke,negatif
"whatever the bastards and buzzerp say, it just smells like farts and has no value, mr. anies, the president of the republic of indonesia is great",positif
we all also fully support mr. anies as president,positif
a clear heart and sound mind will definitely support pak anies as president of the republic of indonesia,positif
"beautiful memories from my time in dki, god willing, prayer in the lyrics of the song allah will grant it and anies baswedan will be successful in becoming president of the republic of indonesia",positif
"in the indonesian political opinion ipo survey, the winner of the republic of indonesia presidential candidate, mr. anies baswedan, dominates the highest number of votes and is successful in becoming the winner.",positif
romance supports anies for president,positif
"it's really easy to rub it in. it's natural that tomorrow, if you become president, anies or prabowo, you have to clean up the corrupt people in the current regime. it's really rotten.",positif
"the point is, i support anies baswedan for anything as long as he doesn't become president",positif
anies' track record of work deserves to be president of the republic of indonesia to tv tv corp,negatif
anies' intelligent mind is proven by jakarta to be mismanaged and flooded in the year anies deserves to be president of the republic of indonesia to tv tv corp,positif
rely on the strength of banies ri alumni determined to win anies ri presidency,positif
"it comes from the community getting regional permits, that's the reason why anies baswedan is the strongest presidential candidate chosen by intelligent people",positif
"shanty, may allah swt elevate anies rasyid baswedan to the status of president of the republic of indonesia this year and beyond so that justice and prosperity can be enjoyed by all indonesian people, amen, lord, amen.",positif
"in sha allah, it won't be long before the dholim continue to be just as fair as possible by president bung anies, with his blessing and guidance, state problems will be resolved in the way of allah, the most thorough.",positif
let's just wait and see that anies won't be president,negatif
"this is why aniesahy deserves to be president and vice president of indonesia in ahy's speech, it's really true, anies ahy deserves to lead this country, great indonesia, we, all cadres and democratic volunteers, are ready to guard anies ahy's victory, amen",positif
"his origins are clear, his achievements are clear, his diploma is clear, anies baswedan deserves to be supported as president of the republic of indonesia",positif
studying speeches for presidential candidates but doing so with anies baswedan,negatif
"not having competent cadres, they were forced to note a strange creature named yohanies",negatif
"masyaaallah, mr. anies is indeed a gift for us from allah to become president in the future, may allah swt grant it",positif
fecho greetings of change and improvement for a better indonesia democrat jaya eternal pancasila anies baswedan ahy president and deputy ri in amen,positif
"greetings for change and improvement for a better indonesia, eternal democracy, glorious pancasila, anies baswedan, ahy, president and deputy ri, amen, let the dogs of power bark, one day allah will reveal all the tyranny of his lord, amen.",positif
"it's true that to overcome the chaos in the government, if the president of the republic of indonesia is replaced now then the most suitable person to replace him is anies rb, but we will give jolowi a chance to improve it, then let's win the presidential candidate anies in the presidential election to become president of the republic of indonesia, aamiin",positif
"psisi, the bastard bin dongo, like this, this is still a question about the presidential diploma, don't worry, drun psisi, in the end, pak jokowi won't continue anymore and anies won't be president, ameen",positif
"it's not a reward, especially since anies abu janda is sure that prabowo will become president if he misses",negatif
"from the caption, he looks more and more professional as a healthy content creator who is always up to date on youtube and his tiktok is becoming more and more successful so that tomorrow he can create content about mr. anies' inauguration as president of the republic of indonesia.",positif
"fahnoor inismyname i want to tell you, thank god, we, the indonesian people, have agreed to win, sir, in the presidential election, god willing.",positif
"god willing, good people will gather with good people. we, the indonesian people, have agreed that we will win you in the presidential election, god willing.",positif
samosir bismillah with your greatness and will ya allah allow mr anies baswedan to become president in the year amen yaa rabb,positif
"cie who excels in the survey, god willing, good people are with you",positif
"ahy, is it true that there must be an acting president, even if the election is forced to be postponed, then who will lead us later, mp mania central java, volunteers, sir?",negatif
